$Ascii:UWI 02_97-DD-1X,Lam Son JOC,,,
.	.	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Zoneset_Zone_BB	
UWI	Depth   Azimuth Derivation	DTCO3   DTSH5	East	ECGR	HAZI	HCAL	HDEVI	North	R	RHOZ	RLA1	RLA2	RLA3	RLA4	RLA5	RT_HRLT	RXOZ	TNPH	TVD	TVDSS	X	Y	Zoneset_Zone_BB
.	M	.	.	US/F	US/F	.	GAPI	Deg	IN	Deg	.	.	G/C3	OHMM	OHMM	OHMM	OHMM	OHMM	OHMM	OHMM	V/V	.	.	.	.	.	
null	1159.002	223.7718	0.784	96.1185	182.5256	-0.119	84.3927	223.7718	12.4686	0.784	-0.1191	0.1684	2.4647	0.013	0.0094	0.0075	0.0052	0.0058	0.0056	0.03	0.532	1159.0009	1159.0009	-0.119	-0.1191	A	
null	1159.1544	223.7448	0.785	98.6587	188.6368	-0.1205	88.2897	223.7448	12.4662	0.785	-0.1206	0.1705	3.2711	0.0124	0.0091	0.0073	0.005	0.0061	0.0059	0.0311	0.5368	1159.1533	1159.1533	-0.1205	-0.1206	A	
null	1159.3068	223.7179	0.7859	97.6673	194.9069	-0.1219	89.7697	223.7179	12.4666	0.7859	-0.1221	0.1726	3.2851	0.0138	0.0101	0.0081	0.0057	0.0066	0.0064	0.0311	0.5624	1159.3057	1159.3057	-0.1219	-0.1221	A	
null	1159.4592	223.691	0.7868	97.6673	200.0368	-0.1234	91.9126	223.691	12.4806	0.7868	-0.1236	0.1747	2.9907	0.0134	0.0098	0.0077	0.0051	0.0053	0.0051	0.03	0.5556	1159.4581	1159.4581	-0.1234	-0.1236	A	
null	1159.6116	223.6642	0.7877	100.476	201.4325	-0.1248	89.1619	223.6642	12.473	0.7877	-0.1252	0.1767	2.1625	0.0137	0.01	0.0078	0.0051	0.0053	0.0052	0.03	0.5227	1159.6104	1159.6104	-0.1248	-0.1252	A	
null	1159.764	223.6375	0.7887	98.4102	201.8587	-0.1263	85.1106	223.6375	12.4751	0.7887	-0.1267	0.1788	2.9642	0.0127	0.0094	0.0073	0.0046	0.0047	0.0045	0.0319	0.5387	1159.7628	1159.7628	-0.1263	-0.1267	A	
null	1159.9164	223.6109	0.7896	70.7103	206.0283	-0.1277	83.415	223.6109	12.4662	0.7896	-0.1282	0.1809	3.7916	0.0128	0.0094	0.0073	0.0045	0.0047	0.0045	0.0319	0.6005	1159.9152	1159.9152	-0.1277	-0.1282	A	
null	1160.0688	223.5843	0.7905	70.7103	201.0626	-0.1291	83.2217	223.5843	12.4788	0.7905	-0.1297	0.183	4.6288	0.0124	0.009	0.007	0.0043	0.0045	0.0044	0.0341	0.667	1160.0676	1160.0676	-0.1291	-0.1297	A	
null	1160.2212	223.5577	0.7915	72.094	198.2815	-0.1306	84.0434	223.5577	12.4689	0.7915	-0.1312	0.1851	4.6288	0.0121	0.0089	0.0069	0.0042	0.0044	0.0043	0.0319	0.6325	1160.22	1160.22	-0.1306	-0.1312	A	
null	1160.3736	223.5313	0.7924	73.5514	180.0079	-0.132	83.5557	223.5313	12.4778	0.7924	-0.1328	0.1872	4.6288	0.0111	0.0082	0.0063	0.0036	0.0041	0.0039	0.0333	0.5033	1160.3724	1160.3724	-0.132	-0.1328	A	
null	1160.526	223.5048	0.7933	73.8124	164.8927	-0.1335	84.3608	223.5048	12.4754	0.7933	-0.1343	0.1894	4.6288	0.0125	0.0091	0.007	0.0042	0.0045	0.0044	0.0333	0.4441	1160.5248	1160.5248	-0.1335	-0.1343	A	
null	1160.6784	223.4785	0.7942	73.8124	156.1219	-0.135	83.8368	223.4785	12.4738	0.7942	-0.1358	0.1915	4.6288	0.0132	0.0095	0.0074	0.0044	0.0045	0.0044	0.0333	0.426	1160.6771	1160.6771	-0.135	-0.1358	A	
null	1160.8308	223.4522	0.7952	72.2272	147.9629	-0.1364	79.8819	223.4522	12.467	0.7952	-0.1374	0.1936	4.6288	0.013	0.0095	0.0073	0.0043	0.0043	0.0041	0.0318	0.434	1160.8295	1160.8295	-0.1364	-0.1374	A	
null	1160.9832	223.426	0.7961	72.5724	143.8925	-0.1379	78.0376	223.426	12.4681	0.7961	-0.1389	0.1957	4.6288	0.0117	0.0086	0.0064	0.0033	0.0033	0.0032	0.0318	0.4136	1160.9819	1160.9819	-0.1379	-0.1389	A	
null	1161.1356	223.3998	0.797	71.6267	138.1771	-0.1393	79.5476	223.3998	12.4786	0.797	-0.1404	0.1978	4.6288	0.0114	0.0084	0.0063	0.0032	0.0032	0.0031	0.0318	0.3816	1161.1343	1161.1343	-0.1393	-0.1404	A	
null	1161.288	223.3737	0.798	71.1192	133.4369	-0.1408	84.2794	223.3737	12.464	0.798	-0.142	0.1999	4.6288	0.0138	0.0101	0.0079	0.0053	0.0048	0.0046	0.03	0.3596	1161.2867	1161.2867	-0.1408	-0.142	A	
null	1161.4404	223.3477	0.7989	71.0878	131.7673	-0.1422	83.9313	223.3477	12.4781	0.7989	-0.1435	0.2021	4.6288	0.0125	0.0092	0.0073	0.0054	0.0048	0.0046	0.0327	0.3574	1161.4391	1161.4391	-0.1422	-0.1435	A	
null	1161.5928	223.3217	0.7998	70.0516	132.2489	-0.1437	82.4558	223.3217	12.478	0.7998	-0.1451	0.2042	4.6288	0.0123	0.0091	0.0073	0.0055	0.0049	0.0047	0.0327	0.3697	1161.5915	1161.5915	-0.1437	-0.1451	A	
null	1161.7452	223.2958	0.8008	70.0583	134.4904	-0.1452	81.144	223.2958	12.4863	0.8008	-0.1466	0.2063	4.6288	0.0113	0.0084	0.0068	0.0054	0.0047	0.0045	0.0327	0.3807	1161.7438	1161.7438	-0.1452	-0.1466	A	
null	1161.8976	223.2699	0.8017	69.6393	130.6229	-0.1466	82.3098	223.2699	12.4936	0.8017	-0.1482	0.2084	4.6288	0.0125	0.0092	0.0076	0.0062	0.0053	0.0051	0.03	0.3969	1161.8962	1161.8962	-0.1466	-0.1482	A	
null	1162.05	223.2441	0.8026	66.8056	131.2591	-0.1481	79.2056	223.2441	12.4863	0.8026	-0.1497	0.2106	4.6288	0.0113	0.0083	0.0069	0.0056	0.0048	0.0046	0.03	0.4275	1162.0486	1162.0486	-0.1481	-0.1497	A	
null	1162.2024	223.2184	0.8035	68.7515	133.9611	-0.1495	79.4835	223.2184	12.4913	0.8035	-0.1513	0.2127	4.2619	0.0125	0.0091	0.0075	0.0063	0.0053	0.0051	0.03	0.4467	1162.201	1162.201	-0.1495	-0.1513	A	
null	1162.3548	223.1927	0.8045	68.7515	135.5742	-0.151	79.2354	223.1927	12.6966	0.8045	-0.1528	0.2148	3.6784	0.0126	0.0093	0.0077	0.0063	0.0054	0.0052	0.0329	0.4326	1162.3534	1162.3534	-0.151	-0.1528	A	
null	1162.5072	223.167	0.8054	66.7942	134.9841	-0.1525	85.2693	223.167	12.6959	0.8054	-0.1544	0.217	2.937	0.013	0.0097	0.0081	0.0069	0.0058	0.0056	0.0527	0.4022	1162.5058	1162.5058	-0.1525	-0.1544	A	
null	1162.6596	223.1415	0.8063	66.2281	135.2689	-0.1539	93.209	223.1415	13.4792	0.8063	-0.156	0.2191	2.5222	0.0332	0.0255	0.0223	0.0193	0.0163	0.0158	0.1349	0.3955	1162.6582	1162.6582	-0.1539	-0.156	A	
null	1162.812	223.116	0.8073	66.2281	138.9737	-0.1554	98.3853	223.116	12.9364	0.8073	-0.1575	0.2213	2.3413	0.1827	0.1476	0.1337	0.1174	0.0984	0.0283	1.4913	0.4098	1162.8105	1162.8105	-0.1554	-0.1575	A	
null	1162.9644	223.0905	0.8082	73.5686	141.6659	-0.1569	104.1055	223.0905	12.9845	0.8082	-0.1591	0.2234	2.3179	0.8929	0.5621	0.4982	0.4491	0.3797	0.1009	1.6217	0.3971	1162.9629	1162.9629	-0.1569	-0.1591	A	
null	1163.1168	223.0651	0.8091	73.7333	149.0102	-0.1583	105.6416	223.0651	13.0368	0.8091	-0.1607	0.2256	2.314	1.8074	1.2795	1.1232	1.0905	0.9852	0.6571	1.3606	0.3754	1163.1153	1163.1153	-0.1583	-0.1607	A	
null	1163.2692	223.0398	0.8101	73.8791	151.0216	-0.1598	108.1997	223.0398	13.6098	0.8101	-0.1622	0.2277	2.2775	1.9787	1.9697	1.6625	1.7316	1.7203	1.5319	0.8076	0.367	1163.2677	1163.2677	-0.1598	-0.1622	A	
null	1163.4216	223.0145	0.811	73.3252	151.5577	-0.1613	107.0042	223.0145	13.553	0.811	-0.1638	0.2299	2.238	1.7918	1.9715	1.5929	1.6308	1.6105	1.4332	0.7135	0.3747	1163.4201	1163.4201	-0.1613	-0.1638	A	
null	1163.574	222.9893	0.8119	72.8764	151.8669	-0.1628	102.6671	222.9893	13.5481	0.8119	-0.1654	0.232	2.2051	1.8357	2.8613	2.556	2.5953	2.5641	2.4313	0.6762	0.3906	1163.5725	1163.5725	-0.1628	-0.1654	A	
null	1163.7264	222.9642	0.8129	73.3136	151.3543	-0.1642	103.4563	222.9642	13.5523	0.8129	-0.167	0.2342	2.1381	1.7791	3.4973	3.1307	3.5201	3.7092	4.3649	0.8512	0.3874	1163.7248	1163.7248	-0.1642	-0.167	A	
null	1163.8788	222.9391	0.8138	73.7707	154.6388	-0.1657	103.706	222.9391	13.4599	0.8138	-0.1686	0.2364	2.0384	1.5093	2.9627	2.7173	3.2956	3.5859	4.5149	0.5403	0.3966	1163.8772	1163.8772	-0.1657	-0.1686	A	
null	1164.0312	222.914	0.8147	73.4313	157.282	-0.1672	113.8604	222.914	14.0242	0.8147	-0.1701	0.2385	1.9573	1.2525	2.2499	2.1486	2.5208	2.6091	2.8176	0.1759	0.4084	1164.0296	1164.0296	-0.1672	-0.1701	A	
null	1164.1836	222.889	0.8157	76.3095	162.2333	-0.1687	126.0399	222.889	15.4861	0.8157	-0.1717	0.2407	1.9259	1.0429	1.7604	1.6522	1.8639	1.8382	1.8547	0.1021	0.451	1164.182	1164.182	-0.1687	-0.1717	A	
null	1164.336	222.8641	0.8166	80.8389	164.3756	-0.1701	139.6221	222.8641	16.7557	0.8166	-0.1733	0.2429	1.9897	0.9186	1.5937	1.4676	1.5437	1.4089	1.313	0.0926	0.542	1164.3344	1164.3344	-0.1701	-0.1733	A	
null	1164.4884	222.8392	0.8175	81.3924	171.1372	-0.1716	148.1051	222.8392	17.6912	0.8175	-0.1749	0.245	2.1123	0.8314	1.7714	1.5116	1.5101	1.3395	1.0217	0.1369	0.5692	1164.4868	1164.4868	-0.1716	-0.1749	A	
null	1164.6408	222.8144	0.8185	84.9905	175.2481	-0.1731	149.7693	222.8144	18.0435	0.8185	-0.1765	0.2472	2.2506	0.7813	2.0465	1.7505	1.6231	1.4082	0.8699	0.2902	0.514	1164.6392	1164.6392	-0.1731	-0.1765	A	
null	1164.7932	222.7897	0.8194	87.2084	177.9025	-0.1746	152.4751	222.7897	18.1997	0.8194	-0.1781	0.2494	2.36	0.7581	2.0762	2.1261	1.7673	1.5193	0.761	0.7172	0.4518	1164.7915	1164.7915	-0.1746	-0.1781	A	
null	1164.9456	222.765	0.8203	89.749	180.93	-0.176	154.0314	222.765	18.3388	0.8203	-0.1797	0.2516	2.3923	0.771	2.2211	2.9333	2.2047	1.9045	0.955	1.0272	0.4154	1164.9439	1164.9439	-0.176	-0.1797	A	
null	1165.098	222.7403	0.8213	95.6677	182.7052	-0.1775	161.9792	222.7403	18.4283	0.8213	-0.1813	0.2538	2.4538	0.7987	2.3758	3.7393	2.5968	2.2514	1.2748	1.0721	0.4222	1165.0963	1165.0963	-0.1775	-0.1813	A	
null	1165.2504	222.7157	0.8222	96.4273	184.6017	-0.179	164.6417	222.7157	19.7224	0.8222	-0.1829	0.2559	2.484	0.8091	2.517	4.3899	2.9747	2.6009	1.8156	1.2542	0.4041	1165.2487	1165.2487	-0.179	-0.1829	A	
null	1165.4028	222.6912	0.8231	96.5574	187.0581	-0.1805	160.8489	222.6912	18.6811	0.8231	-0.1845	0.2581	2.3635	0.89	2.5731	4.5332	3.2123	2.8234	2.3367	0.7473	0.4092	1165.4011	1165.4011	-0.1805	-0.1845	A	
null	1165.5552	222.6667	0.8241	96.5482	181.2076	-0.182	157.6419	222.6667	18.622	0.8241	-0.1861	0.2603	2.0316	0.9652	2.5959	4.6234	3.5209	3.1298	2.9595	0.135	0.4156	1165.5535	1165.5535	-0.182	-0.1861	A	
null	1165.7076	222.6423	0.825	96.2088	178.0696	-0.1835	157.5366	222.6423	18.4531	0.825	-0.1877	0.2625	1.8331	1.004	2.6473	4.8943	3.7749	3.3981	3.2866	0.073	0.4589	1165.7058	1165.7058	-0.1835	-0.1877	A	
null	1165.86	222.618	0.8259	94.8938	174.0631	-0.185	140.7872	222.618	15.2931	0.8259	-0.1894	0.2647	1.9404	1.0301	2.7797	4.7536	3.5295	3.2418	3.0709	0.0729	0.4707	1165.8582	1165.8582	-0.185	-0.1894	A	
null	1166.0124	222.5936	0.8269	95.8697	175.1411	-0.1864	128.172	222.5936	14.465	0.8269	-0.191	0.2669	2.2588	1.315	3.6268	4.1866	4.2447	4.4742	5.0984	0.1437	0.3456	1166.0106	1166.0106	-0.1864	-0.191	A	
null	1166.1648	222.5694	0.8278	95.7027	175.6009	-0.1879	111.8433	222.5694	12.2935	0.8278	-0.1926	0.2691	2.4078	1.3509	1.9558	2.0441	2.1919	2.4818	2.9459	0.6325	0.2798	1166.163	1166.163	-0.1879	-0.1926	A	
null	1166.3172	222.5452	0.8287	95.1476	176.9252	-0.1894	112.2062	222.5452	12.1784	0.8287	-0.1942	0.2713	2.3861	1.2043	1.0646	1.0995	1.1725	1.3076	1.2884	0.6749	0.2698	1166.3154	1166.3154	-0.1894	-0.1942	A	
null	1166.4696	222.521	0.8297	93.8228	176.1824	-0.1909	117.9228	222.521	12.1388	0.8297	-0.1958	0.2735	2.305	0.7506	0.7936	0.8391	0.8903	0.9945	1.1465	0.4811	0.2876	1166.4678	1166.4678	-0.1909	-0.1958	A	
null	1166.622	222.4969	0.8306	93.4688	175.505	-0.1924	121.0768	222.4969	12.1174	0.8306	-0.1975	0.2757	2.2634	0.6675	0.746	0.7945	0.8456	0.9499	1.101	0.394	0.2872	1166.6201	1166.6201	-0.1924	-0.1975	A	
null	1166.7744	222.4729	0.8315	93.3892	175.6315	-0.1939	118.3476	222.4729	12.1156	0.8315	-0.1991	0.2779	2.2557	0.6296	0.7235	0.7728	0.8229	0.9252	1.0848	0.3605	0.2836	1166.7725	1166.7725	-0.1939	-0.1991	A	
null	1166.9268	222.4489	0.8325	93.3892	175.6315	-0.1954	116.1747	222.4489	12.1003	0.8325	-0.2007	0.2801	2.2568	0.6045	0.748	0.801	0.8544	0.9597	1.1583	0.3429	0.2899	1166.9249	1166.9249	-0.1954	-0.2007	A	
null	1167.0792	222.425	0.8334	92.6338	173.7605	-0.1969	116.4777	222.425	12.1263	0.8334	-0.2024	0.2823	2.2492	0.6054	0.7685	0.8357	0.8928	1.0019	1.2325	0.3363	0.3093	1167.0773	1167.0773	-0.1969	-0.2024	A	
null	1167.2316	222.4011	0.8343	93.1558	173.1284	-0.1984	115.2856	222.4011	12.1792	0.8343	-0.204	0.2846	2.2344	0.5649	0.7126	0.8067	0.8664	0.9746	1.2251	0.319	0.3244	1167.2297	1167.2297	-0.1984	-0.204	A	
null	1167.384	222.3773	0.8353	93.593	173.7101	-0.1999	110.7784	222.3773	12.2907	0.8353	-0.2057	0.2868	2.22	0.5355	0.6683	0.7699	0.8295	0.9299	1.1812	0.3175	0.3231	1167.3821	1167.3821	-0.1999	-0.2057	A	
null	1167.5364	222.3535	0.8362	94.2186	176.9378	-0.2014	109.2099	222.3535	12.283	0.8362	-0.2073	0.289	2.2129	0.541	0.6753	0.7927	0.8655	0.9697	1.2525	0.3225	0.3032	1167.5345	1167.5345	-0.2014	-0.2073	A	
null	1167.6888	222.3298	0.8372	93.7096	178.1285	-0.2029	108.7906	222.3298	12.2903	0.8372	-0.2089	0.2912	2.2011	0.5077	0.6229	0.7244	0.8119	0.9059	1.175	0.3282	0.2818	1167.6868	1167.6868	-0.2029	-0.2089	A	
null	1167.8412	222.3061	0.8381	95.3265	179.4212	-0.2044	110.3492	222.3061	12.3216	0.8381	-0.2106	0.2935	2.1797	0.5014	0.6103	0.7052	0.8011	0.891	1.1602	0.3403	0.2789	1167.8392	1167.8392	-0.2044	-0.2106	A	
null	1167.9936	222.2825	0.839	96.2584	188.4276	-0.2059	111.6162	222.2825	12.4144	0.839	-0.2122	0.2957	2.1661	0.5125	0.62	0.7129	0.8189	0.9108	1.1892	0.3156	0.2862	1167.9916	1167.9916	-0.2059	-0.2122	A	
null	1168.146	222.259	0.84	101.0777	189.6472	-0.2074	116.2554	222.259	12.3797	0.84	-0.2139	0.2979	2.1601	0.4511	0.5422	0.6208	0.7181	0.8012	1.0454	0.2651	0.3016	1168.144	1168.144	-0.2074	-0.2139	A	
null	1168.2984	222.2355	0.8409	101.0777	195.7031	-0.2089	123.4342	222.2355	12.8319	0.8409	-0.2155	0.3001	2.1645	0.425	0.5094	0.5846	0.6762	0.757	0.9881	0.223	0.3206	1168.2964	1168.2964	-0.2089	-0.2155	A	
null	1168.4508	222.212	0.8418	103.3592	198.7574	-0.2104	127.8234	222.212	13.156	0.8418	-0.2172	0.3024	2.1572	0.4132	0.4937	0.5642	0.6511	0.7329	0.9534	0.2092	0.3306	1168.4488	1168.4488	-0.2104	-0.2172	A	
null	1168.6032	222.1886	0.8428	104.6701	204.0648	-0.2119	127.3432	222.1886	13.384	0.8428	-0.2189	0.3046	2.1447	0.3963	0.4663	0.5304	0.6089	0.6909	0.8917	0.2031	0.3447	1168.6011	1168.6011	-0.2119	-0.2189	A	
null	1168.7556	222.1653	0.8437	105.4015	211.3373	-0.2134	125.3081	222.1653	13.4687	0.8437	-0.2205	0.3069	2.1293	0.3937	0.4633	0.5239	0.5977	0.68	0.8722	0.2056	0.3634	1168.7535	1168.7535	-0.2134	-0.2205	A	
null	1168.908	222.142	0.8446	107.5091	215.703	-0.2149	127.0397	222.142	13.4546	0.8446	-0.2222	0.3091	2.116	0.3905	0.4667	0.5252	0.5962	0.6813	0.8723	0.2	0.3539	1168.9059	1168.9059	-0.2149	-0.2222	A	
null	1169.0604	222.1187	0.8456	108.2977	226.3882	-0.2164	129.6857	222.1187	13.5363	0.8456	-0.2239	0.3114	2.1086	0.38	0.4561	0.517	0.585	0.6714	0.8626	0.1967	0.3463	1169.0583	1169.0583	-0.2164	-0.2239	A	
null	1169.2128	222.0955	0.8465	108.2977	229.2026	-0.2179	134.7511	222.0955	13.6863	0.8465	-0.2255	0.3136	2.1058	0.365	0.4404	0.504	0.5695	0.6561	0.8475	0.1925	0.3506	1169.2107	1169.2107	-0.2179	-0.2255	A	
null	1169.3652	222.0724	0.8475	109.4924	232.8775	-0.2194	134.0151	222.0724	13.6796	0.8475	-0.2272	0.3159	2.104	0.3548	0.4298	0.498	0.5625	0.651	0.8478	0.1904	0.3843	1169.3631	1169.3631	-0.2194	-0.2272	A	
null	1169.5176	222.0493	0.8484	109.9116	234.9078	-0.2209	136.8613	222.0493	13.792	0.8484	-0.2289	0.3181	2.1035	0.352	0.4228	0.4938	0.5592	0.6524	0.8549	0.188	0.3939	1169.5154	1169.5154	-0.2209	-0.2289	A	
null	1169.67	222.0262	0.8493	109.6156	236.1809	-0.2225	137.4031	222.0262	13.7093	0.8493	-0.2305	0.3204	2.1043	0.3537	0.4218	0.4933	0.5604	0.6557	0.8626	0.183	0.3894	1169.6678	1169.6678	-0.2225	-0.2305	A	
null	1169.8224	222.0033	0.8503	109.6156	235.8292	-0.224	136.5598	222.0033	13.7086	0.8503	-0.2322	0.3226	2.1048	0.3515	0.4208	0.4918	0.5609	0.6594	0.8704	0.1864	0.3826	1169.8202	1169.8202	-0.224	-0.2322	A	
null	1169.9748	221.9803	0.8512	109.4389	235.6247	-0.2255	133.5896	221.9803	13.6554	0.8512	-0.2339	0.3249	2.1005	0.3527	0.4234	0.4948	0.5669	0.6684	0.8865	0.1846	0.3898	1169.9726	1169.9726	-0.2255	-0.2339	A	
null	1170.1272	221.9574	0.8522	108.8507	235.1831	-0.227	128.9833	221.9574	13.6246	0.8522	-0.2356	0.3272	2.1028	0.3501	0.4195	0.4916	0.5664	0.6706	0.8932	0.1856	0.3949	1170.125	1170.125	-0.227	-0.2356	A	
null	1170.2796	221.9346	0.8531	107.6931	233.8555	-0.2285	128.8762	221.9346	13.6711	0.8531	-0.2373	0.3294	2.1063	0.3482	0.4168	0.4886	0.5621	0.6679	0.8899	0.1834	0.398	1170.2774	1170.2774	-0.2285	-0.2373	A	
null	1170.432	221.9118	0.854	107.6931	232.1596	-0.23	130.3211	221.9118	13.6821	0.854	-0.239	0.3317	2.1112	0.353	0.4191	0.4912	0.5636	0.6714	0.8935	0.1958	0.4321	1170.4297	1170.4297	-0.23	-0.239	A	
null	1170.5844	221.8891	0.855	107.3459	228.3822	-0.2315	130.5029	221.8891	13.6263	0.855	-0.2407	0.334	2.1182	0.357	0.4232	0.4964	0.5701	0.6815	0.9093	0.2011	0.4589	1170.5821	1170.5821	-0.2315	-0.2407	A	
null	1170.7368	221.8664	0.8559	107.5364	226.7465	-0.2331	129.0653	221.8664	13.5724	0.8559	-0.2424	0.3362	2.1219	0.367	0.4323	0.5037	0.578	0.693	0.9227	0.2099	0.45	1170.7345	1170.7345	-0.2331	-0.2424	A	
null	1170.8892	221.8437	0.8568	107.361	226.2856	-0.2346	126.1993	221.8437	13.3384	0.8568	-0.2441	0.3385	2.1264	0.3741	0.4399	0.5115	0.5866	0.7054	0.9395	0.2116	0.4065	1170.8869	1170.8869	-0.2346	-0.2441	A	
null	1171.0416	221.8211	0.8578	107.6483	226.0918	-0.2361	128.2486	221.8211	13.2939	0.8578	-0.2458	0.3408	2.1216	0.3794	0.4434	0.5153	0.59	0.7107	0.9465	0.2136	0.3823	1171.0393	1171.0393	-0.2361	-0.2458	A	
null	1171.194	221.7986	0.8587	107.999	225.3876	-0.2376	132.0739	221.7986	13.1656	0.8587	-0.2475	0.3431	2.1153	0.3805	0.4449	0.5191	0.5952	0.7185	0.9612	0.2172	0.3789	1171.1917	1171.1917	-0.2376	-0.2475	A	
null	1171.3464	221.7761	0.8597	107.6856	225.2358	-0.2391	133.8761	221.7761	13.0541	0.8597	-0.2492	0.3454	2.1098	0.3599	0.4198	0.4898	0.5634	0.6811	0.9122	0.2106	0.3805	1171.344	1171.344	-0.2391	-0.2492	A	
null	1171.4988	221.7537	0.8606	107.5853	225.2649	-0.2407	127.3549	221.7537	13.0071	0.8606	-0.2509	0.3476	2.105	0.3418	0.3977	0.4623	0.5323	0.6426	0.8574	0.2092	0.3727	1171.4964	1171.4964	-0.2407	-0.2509	A	
null	1171.6512	221.7313	0.8615	107.6199	226.0476	-0.2422	124.9807	221.7313	12.9926	0.8615	-0.2526	0.3499	2.1009	0.3512	0.4099	0.476	0.5463	0.6579	0.8739	0.1996	0.3762	1171.6488	1171.6488	-0.2422	-0.2526	A	
null	1171.8036	221.7089	0.8625	107.7426	226.9071	-0.2437	122.7224	221.7089	12.9053	0.8625	-0.2543	0.3522	2.1044	0.3556	0.4152	0.4806	0.5492	0.6598	0.8699	0.2029	0.3716	1171.8012	1171.8012	-0.2437	-0.2543	A	
null	1171.956	221.6866	0.8634	108.082	228.6318	-0.2452	124.8121	221.6866	12.8491	0.8634	-0.256	0.3545	2.1088	0.3419	0.4049	0.4686	0.5337	0.6395	0.8389	0.1951	0.3594	1171.9536	1171.9536	-0.2452	-0.256	A	
null	1172.1084	221.6644	0.8644	108.1057	229.4363	-0.2468	121.5249	221.6644	12.7287	0.8644	-0.2577	0.3568	2.1194	0.3423	0.408	0.4728	0.5363	0.6384	0.8334	0.2005	0.3377	1172.1059	1172.1059	-0.2468	-0.2577	A	
null	1172.2608	221.6422	0.8653	108.1057	229.2487	-0.2483	119.7662	221.6422	12.6302	0.8653	-0.2594	0.3591	2.1204	0.3438	0.4094	0.4741	0.5353	0.631	0.821	0.2063	0.3416	1172.2583	1172.2583	-0.2483	-0.2594	A	
null	1172.4132	221.62	0.8662	108.0652	228.3721	-0.2498	122.8794	221.62	12.5883	0.8662	-0.2612	0.3614	2.1113	0.3342	0.4044	0.4762	0.5398	0.634	0.834	0.2276	0.3311	1172.4107	1172.4107	-0.2498	-0.2612	A	
null	1172.5656	221.5979	0.8672	108.1124	227.539	-0.2514	126.3915	221.5979	12.4788	0.8672	-0.2629	0.3637	2.0988	0.3249	0.3946	0.4665	0.5311	0.621	0.8156	0.2281	0.324	1172.5631	1172.5631	-0.2514	-0.2629	A	
null	1172.718	221.5759	0.8681	108.1825	227.1104	-0.2529	125.3234	221.5759	12.4192	0.8681	-0.2646	0.366	2.0898	0.3049	0.3677	0.4311	0.4899	0.5602	0.7312	0.2132	0.3201	1172.7155	1172.7155	-0.2529	-0.2646	A	
null	1172.8704	221.5539	0.8691	107.9616	226.7367	-0.2544	121.5414	221.5539	12.5261	0.8691	-0.2663	0.3683	2.0919	0.3079	0.3683	0.4318	0.489	0.5542	0.7207	0.1928	0.33	1172.8679	1172.8679	-0.2544	-0.2663	A	
null	1173.0228	221.5319	0.87	107.7628	226.1071	-0.256	115.5346	221.5319	12.7642	0.87	-0.2681	0.3706	2.0953	0.3063	0.3649	0.4272	0.4827	0.5434	0.7039	0.1914	0.3437	1173.0202	1173.0202	-0.256	-0.2681	A	
null	1173.1752	221.51	0.8709	108.0478	224.7716	-0.2575	113.1914	221.51	12.807	0.8709	-0.2698	0.373	2.0975	0.313	0.3739	0.4361	0.4916	0.5521	0.7123	0.1952	0.3604	1173.1726	1173.1726	-0.2575	-0.2698	A	
null	1173.3276	221.4881	0.8719	105.8023	224.1962	-0.259	112.3309	221.4881	12.7473	0.8719	-0.2715	0.3753	2.1052	0.3313	0.3983	0.458	0.5134	0.5754	0.7357	0.1992	0.3652	1173.325	1173.325	-0.259	-0.2715	A	
null	1173.48	221.4663	0.8728	105.5832	223.8379	-0.2606	115.601	221.4663	12.8684	0.8728	-0.2733	0.3776	2.1111	0.3236	0.3886	0.4472	0.498	0.5574	0.711	0.1966	0.3449	1173.4774	1173.4774	-0.2606	-0.2733	A	
null	1173.6324	221.4445	0.8738	104.9552	222.3656	-0.2621	119.3012	221.4445	12.8637	0.8738	-0.275	0.3799	2.1183	0.3269	0.3928	0.4535	0.5041	0.5635	0.7199	0.1905	0.3283	1173.6298	1173.6298	-0.2621	-0.275	A	
null	1173.7848	221.4228	0.8747	104.7372	221.7984	-0.2636	122.1958	221.4228	12.9845	0.8747	-0.2768	0.3822	2.1196	0.337	0.4008	0.4613	0.5122	0.5723	0.7298	0.193	0.325	1173.7822	1173.7822	-0.2636	-0.2768	A	
null	1173.9372	221.4012	0.8757	104.4884	220.5132	-0.2652	122.1758	221.4012	12.8788	0.8757	-0.2785	0.3846	2.1208	0.3274	0.3861	0.4489	0.5036	0.5727	0.7362	0.1941	0.3316	1173.9345	1173.9345	-0.2652	-0.2785	A	
null	1174.0896	221.3795	0.8766	104.2262	218.1479	-0.2667	120.0772	221.3795	12.7616	0.8766	-0.2802	0.3869	2.1267	0.3307	0.3883	0.45	0.5048	0.566	0.726	0.2018	0.3262	1174.0869	1174.0869	-0.2667	-0.2802	A	
